Text,Source,Label,URL
"Até Agosto, o Estado já arrecadou mais de 6 mil milhões de euros de impostos à conta da inflação.","Nuno Melo, presidente do CDS",1,https://www.publico.pt/2022/11/04/politica/noticia/estado-ja-arrecadou-6-mil-milhoes-euros-impostos-conta-inflacao-2026535
"“O PSD e Rui Moreira trocaram violentíssimas acusações durante a campanha e, nos debates, bateram no peito uns contra os outros, por vezes raiando o insulto. Rui Moreira chamou a um dirigente do PSD ‘o Putin de Paranhos’ (…)”.","Tiago Barbosa Ribeiro, candidato derrotado do PS e presidente da concelhia socialista no Porto, no seu perfil de Facebook, a 13 de Outubro de 2021",1,https://www.publico.pt/2021/10/15/politica/noticia/rui-moreira-chamou-putin-paranhos-dirigente-psd-1981263
"“Eu próprio já fui vítima de uma injustiça em 2016 por causa de uma ida de Falcon para ver um jogo da equipa portuguesa porque se achava que havia voo comercial, mas não havia. Acabei por pagar a viagem”.","Marcelo Rebelo de Sousa, Presidente da República",0,https://www.publico.pt/2023/06/19/politica/noticia/2016-marcelo-pagou-bolso-viagem-falcon-lyon-2053848
"“Desde que descongelámos as carreiras, mais de 90% dos professores já progrediram dois escalões. Passámos de 7 professores no topo da carreira para quase 17 mil professores no topo da carreira”.","João Costa, Ministro da Educação",1,https://www.publico.pt/2023/02/27/sociedade/noticia/ha-quase-17-mil-professores-topo-carreira-ministro-educacao-2040408
“Eu disse que a inflação não ficaria abaixo dos 6%.”,"Joaquim Miranda Sarmento, líder da bancada parlamentar do PSD",1,https://www.publico.pt/2022/10/07/politica/noticia/psd-debate-oe2022-inflacao-nao-ficaria-abaixo-6-2023141
“O Chega defende sempre a diminuição do IRC mas o que temos dito é que só 20% das empresas é que pagam IRC.”,"André Ventura, líder do Chega",0,https://www.publico.pt/2022/09/30/politica/noticia/apenas-20-empresas-pagam-irc-2022291
"Todos os deputados do PSD estão adstritos, nos termos da Constituição e do regimento, a comissões parlamentares","Joaquim Miranda Sarmento, líder parlamentar do PSD",1,https://www.publico.pt/2023/06/23/politica/noticia/deputados-psd-pertencem-comissoes-parlamentares-2054443
O PS deu uma grande cambalhota e inverteu completamente as suas posições [sobre as novas alterações à lei eleitoral autárquica],"Hugo Carneiro, deputado do PSD",1,https://www.publico.pt/2021/04/24/politica/noticia/ps-deu-cambalhota-lei-eleitoral-autarquica-1959795
“O modelo marginalista foi pensado num momento em que em Portugal havia 20% de renováveis. Hoje há 60%.”,"João Pedro Matos Fernandes, ministro do Ambiente e da Acção Climática em entrevista ao Expresso",1,https://www.publico.pt/2022/03/11/economia/noticia/portugal-60-electricidade-produzida-provem-energias-renovaveis-1998446
"“O Governo nunca propôs – repito, nunca – qualquer processo de municipalização do recrutamento de professores, aliás, rejeitando-o sempre.”","João Costa, ministro da Educação",1,https://www.publico.pt/2023/01/06/sociedade/noticia/governo-propos-municipalizacao-professores-garantiu-joao-costa-2034025
Aquilo que sabemos – e que todos podem observar – é que não há no Governo qualquer tipo de relação familiar. Foram definidas regras relativamente a relações familiares nos gabinetes dos membros do Governo. Foi definida uma lei. A lei deve ser cumprida. (21 de Outubro de 2019),"António Costa, primeiro-ministro",1,https://www.publico.pt/2022/03/28/politica/noticia/antonio-costa-nao-ha-governo-qualquer-tipo-relacao-familiar-2000426
"“Anunciei, há cerca de um mês, que iria ter uma solução para a [Avenida] Almirante Reis de retirar metade da ciclovia do lado direito.”","Carlos Moedas, presidente da Câmara Municipal de Lisboa",1,https://www.publico.pt/2022/05/27/politica/noticia/carlos-moedas-anunciado-ia-acabar-metade-ciclovia-almirante-reis-2007779
O adversário que tenho [Paulo Rangel] teve o pior resultado da história do PSD.,Rui Rio,1,https://www.publico.pt/2021/10/29/politica/noticia/prova-factos-paulo-rangel-pior-resultado-historia-psd-1982965
"“O Governo diz-nos que não pode fazer mais do que está a fazer, que o que causa a inflação é a guerra, nada pode fazer. Não é verdade, primeiro porque a inflação não começou com a guerra.""","Catarina Martins, coordenadora do Bloco de Esquerda",1,https://www.publico.pt/2022/12/31/politica/noticia/inflacao-ja-subir-guerra-ucrania-2033291
"“Morreram 26 pessoas nas ciclovias em 2019, em Lisboa.”",O contexto,0,https://www.publico.pt/2021/09/08/politica/noticia/morreram-26-pessoas-ciclovias-lisboa-2019-carlos-moedas-1976713
"“[…] Durante 5 anos, 6 meses e 24 dias, Pedro Adão e Silva vai usufruir das melhores regalias que o Estado tem para oferecer. Isto para organizar as celebrações do 50º aniversário do 25 de Abril.”Rui Pinto, no Twitter",O contexto,1,https://www.publico.pt/2021/06/08/politica/noticia/pedro-adao-silva-vai-usufruir-melhores-regalias-estado-organizar-50-anos-25-abril-1965719
A Ucrânia tem vindo a implorar por defesa aérea desde Fevereiro. [O chanceler alemão] Olaf Sholz prometeu fornecer à Ucrânia [mísseis ar-ar infravermelhos de curto a médio alcance] Iris-T em Novembro. [O Presidente dos EUA] Joe Biden está a considerar a possibilidade de fornecer [sistemas de mísseis terra-ar] Patriots. Só a Rússia não espera. Imagens de mãe e filho às 9h38 e às 10h.,twitter,1,https://www.publico.pt/2022/07/15/mundo/noticia/imagem-corpo-menina-carrinho-bebe-encontrado-soldados-ucranianos-verdadeira-2013766
"PSD, PCP e Chega querem continuar a dar borlas aos toureiros, continuar a ter benefícios fiscais como, por exemplo, a isenção do Campo Pequeno, que são 12 milhões ao ano.",Inês de Sousa Real,1,https://www.publico.pt/2022/11/25/politica/noticia/psd-pcp-chega-defendem-isencao-imi-praca-touros-campo-2029012
"“Uma alternativa para ser forte tem de ter um partido liderante do hemisfério mais forte do que os outros. O PS, mesmo com aquelas formas originais dos dois governos anteriores, era muito mais forte em termos eleitorais e em termos políticos do que os demais.”","Marcelo Rebelo de Sousa, Presidente da República",1,https://www.publico.pt/2023/03/11/politica/noticia/ps-eleitoralmente-forte-dentro-geringonca-psd-face-il-chega-2041931
"“Carlos Moedas, o presidente que cancelou 460 habitações a preços acessíveis no Restelo. Há a esquerda ideológica e a direita sem vergonha, que vê áreas da cidade como reservadas a alguns.”","Pedro Anastácio, vereador do PS na Câmara Municipal de Lisboa",1,https://www.publico.pt/2023/02/24/local/noticia/carlos-moedas-cancelou-construcao-460-habitacoes-precos-acessiveis-restelo-2040015
"Berlim acabou com o alojamento local. Nova Iorque não tem alojamento local.Francisco César,Vice-presidente do grupo parlamentar do PS",O contexto,0,https://www.publico.pt/2023/03/31/economia/noticia/berlim-nova-iorque-acabaram-alojamento-local-2044456
"“Nenhum dos inspectores do SEF que estavam no centro entre 10 a 12 de Março [dias de permanência de Ihor Homenyuk] nem os seguranças que foram censurados pelo relatório da IGAI, estão em funções no aeroporto.”",Eduardo Cabrita Ministro da Administração Interna,1,https://www.publico.pt/2020/12/25/sociedade/noticia/verdade-ja-nao-aeroporto-inspectores-sef-visados-relatorio-igai-1944175
"""As Ordens decidiram reafirmar a sua preocupação com o teor das declarações de responsáveis políticos e outros que pretendem ligar esta revisão legislativa com exigências do PRR de redução das restrições ao acesso a profissões altamente reguladas, o que não corresponde à verdade""","Comunicado do Conselho Nacional das Ordens Profissionais (CNOP), 16 de Fevereiro de 2023",1,https://www.publico.pt/2023/02/17/economia/noticia/reforma-ordens-nao-exigencia-prr-2039399
"“Estamos a crescer novamente a uma média superior à do resto da Europa como aconteceu em 2017, 2018 e 2019”","António Costa, primeiro-ministro",1,https://www.publico.pt/2021/09/10/politica/noticia/portugal-ja-crescer-media-europeia-afirma-antonio-costa-1977051
"Consideramos imorais e ilegítimos quaisquer gestos de legitimação, e até de celebração, desta barbárie civilizacional. Foi por isso que, também na sequência de um repto lançado pela Frente Cívica, as Câmaras de Lisboa e do Porto fizeram saber que não instalariam nos seus espaços públicos quaisquer fan zones ou áreas para visualização colectiva dos jogos, na senda de decisões semelhantes já tomadas por inúmeras cidades europeias.",Carta da Frente Cívica,1,https://www.publico.pt/2022/11/18/local/noticia/lisboa-porto-nao-vao-fun-zones-protesto-violacao-direitos-humanos-qatar-2028252
"“Desde 2012, existe uma legislação que diz tudo o que há a dizer sobre constituição de gabinetes (...) e estes procedimentos foram seguidos”","Mariana Vieira da Silva, ministra da Presidência",1,https://www.publico.pt/2022/11/11/politica/noticia/nomeacao-adjunto-21-anos-seguiu-procedimentos-legais-2027422
"Treze meses e 13 demissões depois de tomar posse, o Governo perdeu o Norte e está em agonia por sua culpa exclusiva. Independentemente do desfecho desta crise, o primeiro-ministro teve o seu canto de cisne.","Luís Montenegro, líder do PSD",1,https://www.publico.pt/2023/05/05/politica/noticia/ja-13-demissoes-neste-governo-montenegro-2048507
“A economia portuguesa não está a crescer [apenas] acima da média da União Europeia. A economia portuguesa está a crescer acima de cada um dos países da União Europeia.”,"Fernando Medina, ministro das Finanças",1,https://www.publico.pt/2022/09/16/economia/noticia/portugal-crescer-paises-ue-medina-2020721
"Manuel Pizarro, quando era secretário de Estado da Saúde do Governo de José Sócrates, já recorreu a estes modelos de contratação e o Governo PSD/ CDS renovou a situação quando chegou ao poder.","Rui Rocha, presidente da IL sobre contratação de médicos cubanos pelo SNS",1,https://www.publico.pt/2023/07/08/politica/noticia/governo-psd-tambem-contratou-medicos-cubanos-sns-2056142
"Vaticano lançou mesmo um selo comemorativo da JMJ com o Padrão dos Descobrimentos.
A imagem motivou reacções de indignação nas redes sociais por parte de vários utilizadores, que fizeram notas sobre as semelhanças entre a ilustração presente no selo e algumas do Secretariado de Propaganda Nacional.
Por acaso foi uma ideia genial ir buscar a imagem para o selo da JMJ aos arquivos do Secretariado de Propaganda Nacional e meter o logo ali no cantinho. ????? pic.twitter.com/mmBoVDwDre",twitter,1,https://www.publico.pt/2023/05/16/sociedade/noticia/vaticano-lancou-selo-comemorativo-jmj-padrao-descobrimentos-2049786
“Um em cada cinco funcionários públicos está a usar bancos alimentares e 35% saltaram refeições porque não têm comida. É grotesco que Liz Truss possa usufruir de 115 mil libras anuais”,"Mark Serwotka, secretário-geral do Sindicato dos Serviços Públicos e Comerciais",1,https://www.publico.pt/2022/10/28/mundo/noticia/liz-truss-vai-receber-apoio-anual-vitalicio-115-mil-libras-2025702
"Em declarações à TSF, a 27 de Julho, o deputado comunista, António Filipe, membro da comissão parlamentar de Defesa, referiu que o cartão de ex-combatente não era reconhecido como título de acesso gratuito dos seus portadores aos transportes públicos.",NONE,1,https://www.publico.pt/2021/07/31/politica/noticia/cartao-excombatente-nao-valido-transportes-publicos-1972267
"Eurico Brilhante Dias lançou uma acusação muito grave sobre os outros grupos parlamentares e sobre os outros deputados que participam na comissão parlamentar de inquérito, de que teria partido da comissão parlamentar de inquérito (CPI) à TAP a fuga de informação.",Joaquim Miranda Sarmento,1,https://www.publico.pt/2023/05/26/politica/noticia/lider-parlamentar-ps-lancou-acusacao-deputados-fuga-informacao-tap-2051176
"“Na altura, Costa atribuiu a culpa aos caprichos de São Pedro. Disse: ‘São Pedro goza de um estatuto de imunidade que está acima das responsabilidades.’”","Rodrigo Saraiva, deputado da Iniciativa Liberal",1,https://www.publico.pt/2022/12/16/politica/noticia/costa-atribuiu-cheias-2014-caprichos-sao-pedro-2031789
“Quem deve prevenir não conseguiu prevenir. E quem deve prevenir são as autoridades”,O contexto,1,https://www.publico.pt/2021/05/14/politica/noticia/marcelo-criticou-falhanco-autoridades-festa-sporting-1962617
“Houve sete deputados do grupo [a que o PCP pertence] que votaram contra esta resolução na companhia de um deputado da extrema-direita e de quatro deputados não inscritos”,"Pedro Silva Pereira, eurodeputado do PS (CNN Portugal), 1 de Março de 2022",1,https://www.publico.pt/2022/03/04/politica/noticia/pcp-votou-resolucao-parlamento-europeu-condenacao-invasao-ucrania-lado-extremadireita-1997537
“Nós no Bloco trabalhamos para descer as propinas. A Iniciativa Liberal não só quer reverter esse processo como quer pôr os estudantes a pagarem integralmente o custo do ensino e a ficarem endividados o resto da vida.”,Catarina Martins,1,https://www.publico.pt/2022/01/07/politica/noticia/il-quer-estudantes-pagarem-integralmente-custo-ensino-superior-1991088
"""Não há alteração ao que está contratado”",Esclarecimento do gabinete de António Costa ao jornal Observador sobre as dúvidas legais levantadas pelo teor do seu despacho.,1,https://www.publico.pt/2022/08/05/politica/noticia/despacho-endesa-nao-altera-contratado-estado-2016297
"“No Algarve temos 40 campos de golfe que usam água potável – água que poderíamos beber e que faz falta às populações, numa região que está a ratear a água para consumo humano.”","Pedro Filipe Soares, deputado e líder parlamentar do Bloco de Esquerda",1,https://www.publico.pt/2022/07/23/politica/noticia/ha-40-campos-golfe-algarve-usarem-agua-potavel-2014699
,"Se um ministro for acusado, a própria Constituição até diz o que deve acontecer. A Constituição diz – e ninguém propôs nenhuma alteração no processo de revisão constitucional – é que, se houver um ministro acusado, a Assembleia da República delibera se deve ou não deve suspender as suas funções.""Primeiro-ministro, António Costa",1,https://www.publico.pt/2023/01/31/politica/noticia/ministro-acusado-crime-ar-decide-suspende-funcoes-costa-2037044
"“A diminuição da população é óbvio que não é um problema da gestão de Rui Moreira, vem de há décadas no Porto. Mas, por exemplo, a perda de alunos nas nossas escolas, que vai do pré-escolar até ao ensino secundário, é clara e notória. Perdemos 20% dos alunos em oito anos, o que revela bem a perda de competitividade do sector educativo quer para outros concelhos, quer com a perda de população”",Vladimiro Feliz,1,https://www.publico.pt/2021/09/17/politica/noticia/porto-sentiu-quebra-20-alunos-matriculados-ultimos-oito-anos-1977778
“[...] o ‘Manel’ que está há quatro anos à espera de uma consulta de oncologia e não tem no SNS [...]”,Francisco Rodrigues dos Santos no debate de líderes na RTP 1,0,https://www.publico.pt/2022/01/20/sociedade/noticia/sns-doentes-ha-quatro-anos-espera-consulta-oncologia-1992415
"“Apresentação dos membros da candidatura à comissão executiva da Iniciativa Liberal, com a presença de Tiago Mayan, ex-candidato à Presidência da República, em Aveiro. Para garantir a participação efectiva de todos, teremos serviço de babysitting 3 – 12 anos”","Carla Castro, candidata à presidência da comissão executiva da Iniciativa Liberal",1,https://www.publico.pt/2022/12/23/politica/noticia/candidata-il-servico-babysitting-lancamento-candidatura-2032544
“Estamos a falar de um parque de campismo em situação de insolvência em que o Estado é o maior credor” ,"Eduardo Cabrita, ministro da Administração Interna",0,https://www.publico.pt/2021/05/07/politica/noticia/estado-maior-credor-empreendimentos-zmar-1961678
Impostos diminuem nos Açores.,redes sociais,1,https://www.publico.pt/2021/04/30/economia/noticia/impostos-vao-baixar-acores-1960767
"""As autoridades romenas precisavam de provas de que Andrew Tate estava no país e para isso terão usado as suas publicações nas redes sociais. O seu vídeo ridículo de ontem com uma pizza de um cadeia de pizzarias romena, Jerry’s Pizza, confirmou que ele estava no país.""","Alejandra Caraballo, utilizadora do Twitter",1,https://www.publico.pt/2022/12/30/impar/noticia/caixa-pizza-denunciou-andrew-tate-autoridades-romenas-2033232
“Ninguém proibiu ninguém de ter o ensino online.”,"António Costa, primeiro-ministro, no programa Circulatura do Quadrado, TVI24, 27 de Janeiro de 2021",0,https://www.publico.pt/2021/01/28/politica/noticia/privados-dado-aulas-online-ultimos-15-dias-1948283
“A Madeira é a região do país com a melhor taxa de vacinação”,"Rubina Leal, deputada do PSD na Assembleia Legislativa da Madeira",0,https://www.publico.pt/2021/06/30/sociedade/noticia/madeira-regiao-pais-melhor-taxa-vacinacao-1968524
“O decreto hoje promulgado pelo Presidente da República é uma importante notícia para a estabilidade da vida dos docentes. Com este diploma milhares de professores vão finalmente ser vinculados. Para muitos acabarão os dias 'da casa às costas'”.,"António Costa, Twitter, 8 de Maio",1,https://www.publico.pt/2023/05/12/sociedade/noticia/novo-regime-concursos-acabara-professores-casa-costas-2049483
"Esta imagem mostra 100 mil pessoas a festejar o campeonato nas ruas de Nápoles.
Analisemos esta imagem de duas formas distintas: a primeira prende-se com a sua origem. Uma pesquisa no Google permite perceber onde é que esta fotografia foi partilhada, mas, mais importante ainda, fornece datas dessas mesmas publicações. Uma das primeiras vezes em que esta fotografia surgiu online foi num num vídeo de Tik Tok na passada terça-feira. Neste vídeo, surgem ainda mais duas fotografias do mesmo estilo, mostrando os mesmos problemas que iremos enunciar mais abaixo.
Ou seja, mesmo que fosse uma imagem verídica, as datas não coincidiam com as descrições feitas. Também no Twitter existiram publicações anteriores à noite de quinta-feira, algo que desmonta por completo a ideia de que a fotografia retrata os festejos do título napolitano.",twitter,0,https://www.publico.pt/2023/05/05/desporto/noticia/imagem-mostra-100-mil-pessoas-festejar-campeonato-ruas-napoles-2048569
"“Neste momento, o grupo que mais infecção tem, de todos, é o dos 0 aos 9 anos, particularmente dos 5 aos 9 porque é o único que não está vacinado”","Directora-geral da Saúde, Graça Freitas, em entrevista à RTP a 1 de Dezembro",0,https://www.publico.pt/2021/12/03/sociedade/noticia/grupo-etario-infeccao-covid19-criancas-abaixo-9-anos-1987344
"""Nós, no PSD, somos fundadores do Serviço Nacional de Saúde (SNS). Estamos com o SNS.”","Adão Silva, líder parlamentar do PSD",0,https://www.publico.pt/2021/07/23/politica/noticia/psd-fundador-sns-adao-silva-1971419
"“Se um empregador aumentar o salário médio bruto em 20%, o empregado tem uma subida de 16%, (...) mas a colecta de IRS sobe mais de 30%”.","Carlos Guimarães Pinto, deputado da Iniciativa Liberal",1,https://www.publico.pt/2022/07/20/sociedade/noticia/aumento-20-salario-bruto-medio-sobe-30-colecta-irs-2014415
Já têm o Dístico de Carro Eléctrico? Sabiam que é obrigatório e caso não o tenham pode levar multa?,NONE,0,https://www.publico.pt/2022/12/13/sociedade/noticia/distico-azul-obrigatorio-carros-electricos-dar-multa-facebook-2031320
"“Quem pode fazer cessar as funções de chairman e de CEO [da TAP] é a assembleia geral, não é um despacho governamental”",".Presidente da República, Marcelo Rebelo de Sousa, no dia 9 de Março em entrevista à RTP e ao PÚBLICO",1,https://www.publico.pt/2023/03/10/economia/noticia/governo-nao-demitir-ceo-tap-despacho-2041970
"""Durante os seis anos do meu Governo, o peso dos impostos no Produto Interno Bruto desceu um ponto percentual”","António Costa, no frente-a-frente com Rui Rio",0,https://www.publico.pt/2022/01/13/economia/noticia/costa-baixou-peso-impostos-pib-ponto-percentual-1991838
“Há um número que esse não tenho dúvida que é o reforço do programa chamado MAREESS que foram 25 mil novas pessoas que estão a trabalhar nos lares e que permitem aumentar o cuidado relativamente aos nosso idosos.”,"António Costa, primeiro-ministro",1,https://www.publico.pt/2021/12/17/politica/noticia/ha-25-mil-novas-pessoas-trabalhar-lares-antonio-costa-1989092
"“Constatamos que infelizmente as companhias de aviação não têm cumprido a sua obrigação e, por isso, alterámos o quadro contra-ordenacional e passaremos a aplicar uma coima de 20 mil euros por cada passageiro que seja desembarcado no território português sem que esteja devidamente testado”","António Costa, primeiro-ministro, em conferência de imprensa",1,https://www.publico.pt/2021/11/26/economia/noticia/ha-passageiros-desembarcar-teste-covid19-obrigatorio-1986514
Estou aqui há quatro anos e estes quatro anos são o recorde nacional da liderança da oposição. Não há ninguém que tenha resistido quatro anos na liderança da oposição.,Intervenção de Rui Rio no conselho nacional do passado sábado,1,https://www.publico.pt/2022/02/22/politica/noticia/rui-rio-detem-recorde-lideranca-oposicao-1996415
"“Portugal tem hoje o rendimento per capita, face à média europeia, inferior àquilo que tinha em 2016”","Joaquim Miranda Sarmento, líder parlamentar do PSD",1,https://www.publico.pt/2022/07/20/politica/noticia/rendimento-capita-portugues-piorou-relacao-media-europeia-desde-2016-2014391
"""A região do Alentejo tem 3 milhões de hectares, a área de olival são 170 mil hectares. A parte relativa ao olival intensivo é 1,5% do conjunto da área do Alentejo""",António Costa,0,https://www.publico.pt/2019/09/13/politica/noticia/olival-intensivo-ocupa-apenas-15-conjunto-area-alentejo-1886552
"“A primeira vez que se fala, no séc. XXI em Portugal, na privatização da TAP foi no PEC I""","Paulo Rios de Oliveira, deputado do PSD",0,https://www.publico.pt/2022/10/21/politica/noticia/primeira-falou-privatizacao-tap-socrates-2024892
"O galeão de paternidade de Homer
Não acredito que Os Simpsons previram a situação do submersível do Titanic!
Mais uma previsão d'Os Simpsons, agora com o submersível desaparecido, a sério, essa série assusta-me!",twitter,0,https://www.publico.pt/2023/06/22/ciencia/noticia/simpsons-previram-desaparecimento-submarino-titan-2054255
