Text,Source,URL
"“Morreram 26 pessoas nas ciclovias em 2019, em Lisboa.”",O contexto,https://www.publico.pt/2021/09/08/politica/noticia/morreram-26-pessoas-ciclovias-lisboa-2019-carlos-moedas-1976713
"Berlim acabou com o alojamento local. Nova Iorque não tem alojamento local.Francisco César,Vice-presidente do grupo parlamentar do PS",O contexto,https://www.publico.pt/2023/03/31/economia/noticia/berlim-nova-iorque-acabaram-alojamento-local-2044456
“[...] o ‘Manel’ que está há quatro anos à espera de uma consulta de oncologia e não tem no SNS [...]”,Francisco Rodrigues dos Santos no debate de líderes na RTP 1,https://www.publico.pt/2022/01/20/sociedade/noticia/sns-doentes-ha-quatro-anos-espera-consulta-oncologia-1992415
“Estamos a falar de um parque de campismo em situação de insolvência em que o Estado é o maior credor” ,"Eduardo Cabrita, ministro da Administração Interna",https://www.publico.pt/2021/05/07/politica/noticia/estado-maior-credor-empreendimentos-zmar-1961678
“Ninguém proibiu ninguém de ter o ensino online.”,"António Costa, primeiro-ministro, no programa Circulatura do Quadrado, TVI24, 27 de Janeiro de 2021",https://www.publico.pt/2021/01/28/politica/noticia/privados-dado-aulas-online-ultimos-15-dias-1948283
“A Madeira é a região do país com a melhor taxa de vacinação”,"Rubina Leal, deputada do PSD na Assembleia Legislativa da Madeira",https://www.publico.pt/2021/06/30/sociedade/noticia/madeira-regiao-pais-melhor-taxa-vacinacao-1968524
"Esta imagem mostra 100 mil pessoas a festejar o campeonato nas ruas de Nápoles.
Analisemos esta imagem de duas formas distintas: a primeira prende-se com a sua origem. Uma pesquisa no Google permite perceber onde é que esta fotografia foi partilhada, mas, mais importante ainda, fornece datas dessas mesmas publicações. Uma das primeiras vezes em que esta fotografia surgiu online foi num num vídeo de Tik Tok na passada terça-feira. Neste vídeo, surgem ainda mais duas fotografias do mesmo estilo, mostrando os mesmos problemas que iremos enunciar mais abaixo.
Ou seja, mesmo que fosse uma imagem verídica, as datas não coincidiam com as descrições feitas. Também no Twitter existiram publicações anteriores à noite de quinta-feira, algo que desmonta por completo a ideia de que a fotografia retrata os festejos do título napolitano.",twitter,https://www.publico.pt/2023/05/05/desporto/noticia/imagem-mostra-100-mil-pessoas-festejar-campeonato-ruas-napoles-2048569
"“Neste momento, o grupo que mais infecção tem, de todos, é o dos 0 aos 9 anos, particularmente dos 5 aos 9 porque é o único que não está vacinado”","Directora-geral da Saúde, Graça Freitas, em entrevista à RTP a 1 de Dezembro",https://www.publico.pt/2021/12/03/sociedade/noticia/grupo-etario-infeccao-covid19-criancas-abaixo-9-anos-1987344
"""Nós, no PSD, somos fundadores do Serviço Nacional de Saúde (SNS). Estamos com o SNS.”","Adão Silva, líder parlamentar do PSD",https://www.publico.pt/2021/07/23/politica/noticia/psd-fundador-sns-adao-silva-1971419
Já têm o Dístico de Carro Eléctrico? Sabiam que é obrigatório e caso não o tenham pode levar multa?,NONE,https://www.publico.pt/2022/12/13/sociedade/noticia/distico-azul-obrigatorio-carros-electricos-dar-multa-facebook-2031320
"""Durante os seis anos do meu Governo, o peso dos impostos no Produto Interno Bruto desceu um ponto percentual”","António Costa, no frente-a-frente com Rui Rio",https://www.publico.pt/2022/01/13/economia/noticia/costa-baixou-peso-impostos-pib-ponto-percentual-1991838
"""A região do Alentejo tem 3 milhões de hectares, a área de olival são 170 mil hectares. A parte relativa ao olival intensivo é 1,5% do conjunto da área do Alentejo""",António Costa,https://www.publico.pt/2019/09/13/politica/noticia/olival-intensivo-ocupa-apenas-15-conjunto-area-alentejo-1886552
"“A primeira vez que se fala, no séc. XXI em Portugal, na privatização da TAP foi no PEC I""","Paulo Rios de Oliveira, deputado do PSD",https://www.publico.pt/2022/10/21/politica/noticia/primeira-falou-privatizacao-tap-socrates-2024892
"O galeão de paternidade de Homer
Não acredito que Os Simpsons previram a situação do submersível do Titanic!
Mais uma previsão d'Os Simpsons, agora com o submersível desaparecido, a sério, essa série assusta-me!",twitter,https://www.publico.pt/2023/06/22/ciencia/noticia/simpsons-previram-desaparecimento-submarino-titan-2054255
"Há uma nova legislação, um novo decreto-lei para tornar mais cuidadoso o processo de selecção das candidaturas à nacionalidade portuguesa. Parece-me muito razoável. Uma versão anterior ia no sentido contrário: bastava comprar um imóvel e já era possível.","Francisco Louçã, no dia 18 de Março, na SICN",https://www.publico.pt/2022/03/25/politica/noticia/bastava-comprar-imovel-obter-nacionalidade-portuguesa-2000162
"“Entre tantos, Rui Tavares foi escolhido para a telescola, destilando ideologia e transformando alunos em cobaias do socialismo. Nem disfarçam. Uma aviltante e ignóbil revolução cultural em marcha que pais sem recursos não podem evitar. Política travestida de educação. Miséria”","Nuno Melo, Twitter, 4 de Maio de 2020",https://www.publico.pt/2020/05/06/politica/noticia/rui-tavares-transforma-alunos-cobaias-socialismo-1915330
"“Só naqueles 7 mil hectares [no perímetro de rega do Mira] temos 15% da exportação nacional de frutas, legumes e flores”","António Costa, primeiro-ministro, durante debate parlamentar de dia 12 de Maio",https://www.publico.pt/2021/05/14/economia/noticia/odemira-exporta-200-milhoes-euros-fileira-frutas-legumes-flores-1962574
"“A taxa de positividade [em Portugal] quase duplicou desde a última revisão” Ministro dos Transportes britânico, Grant Schapps",O contexto,https://www.publico.pt/2021/06/05/sociedade/noticia/taxa-positividade-testes-covid9-duplicou-portugal-1965377
"“Posso anunciar que, já na próxima segunda-feira, a nova descida do ISP permitirá baixar a carga fiscal em 20 cêntimos por litro, o que permitirá reduzir 62% do aumento do preço da gasolina e 42% do aumento do preço do gasóleo sofrido pelos consumidores desde Outubro”","António Costa, primeiro-ministrodia 28 de Abril",https://www.publico.pt/2022/05/06/politica/noticia/baixa-isp-permitiu-reduzir-62-aumento-preco-gasolina-2005145
"Vídeo de Zelensky a anunciar rendição da Ucrânia é verdadeiro.
A deepfake of Ukrainian President Volodymyr Zelensky calling on his soldiers to lay down their weapons was reportedly uploaded to a hacked Ukrainian news website today, per @Shayan86 pic.twitter.com/tXLrYECGY4
No vídeo, que chegou a estar disponível site do canal de televisão nacional Ukraine 24 e a ser transmitido, por breves instantes na emissão em directo, Zelensky parecia apelar para que todos os militares e civis que defendem o território largassem as armas e se rendessem a Moscovo.",twitter,https://www.publico.pt/2022/03/17/mundo/noticia/video-zelenskii-anunciar-rendicao-ucrania-verdadeiro-1999129
"A frase foi dita por Catarina Martins na terça-feira, no frente-a-frente com a líder do CDS, Assunção Cristas, na RTP3. Estava a discutir-se a política energética em Portugal e a líder do BE disse esta frase como justificação para o facto de ser contra a construção de novas barragens.",Como Catarina,https://www.publico.pt/2019/09/05/politica/noticia/evaporacao-agua-barragens-problema-complicado-1885673
“Deve pagar os portes de envio e preencher a sua morada para o receber”,E-mail que tem circulado com uma conta de endereço electrónico intitulada CTTencomenda,https://www.publico.pt/2022/11/22/sociedade/noticia/email-ctt-pedido-pagamento-2-euros-verdadeiro-2028767
"""Temos hoje um valor de Rendimento Social de Inserção (RSI) extraordinariamente elevado. Estamos a falar de mais de 300 milhões por ano. Só para as pessoas terem uma ideia é um terço, é um bocadinho mais do que um terço de todos os salários da Administração Pública.”","André Ventura, no frente-a-frente com João Cotrim de Figueiredo, domingo à noite na CNN Portugal",https://www.publico.pt/2022/01/10/politica/noticia/despesa-rsi-terco-salarios-administracao-publica-1991343
"Vladimir Putin declarou a lei marcial na Rússia num discurso esta segunda-feira.
In #Russia, several radio stations and even local TV networks appear to have been hacked to broadcast a deep fake address allegedly by president Putin.This fake address announced mass mobilisation and introduced martial law in border regions.1/2pic.twitter.com/Z79Jqjil6W
O conteúdo surge numa altura em que as autoridades russas têm reportado uma intensificação das investidas ucranianas nos territórios próximas à fronteira com a Ucrânia — em que se incluem Kursk, Belgorod e Bryansk. Os combates na região foram noticiados numa reportagem do The New York Times, que entrevistou a população de Belgorod e confirmou os ataques aéreos perpetrados por milícias aliadas aos ucranianos nas povoações fronteiriças principalmente desde Maio deste ano.",twitter,https://www.publico.pt/2023/06/07/mundo/noticia/vladimir-putin-declarou-lei-marcial-russia-discurso-segundafeira-2052541
“O Brasil tem uma taxa de infecção muito inferior à portuguesa em função da população”,José Miguel Júdice,https://www.publico.pt/2021/06/23/sociedade/noticia/brasil-taxa-infeccao-inferior-portuguesa-funcao-populacao-1967607
A Pfizer não testou se a sua vacina de ARN-mensageiro contra a covid-19 impedia a transmissão entre as pessoas antes da sua entrada no mercado.,,https://www.publico.pt/2022/10/17/ciencia/noticia/pfizer-testar-vacina-impedia-transmissao-covid19-2024314
"“Com o socialismo, as desigualdades aumentaram e a taxa de risco de pobreza antes de prestações sociais foi em 2019 de 43%, quando em 1995 era de 37%.”",Luís Montenegro,https://www.publico.pt/2022/04/08/politica/noticia/socialismo-desigualdades-aumentaram-2001869
"“Todos os anos se acumulam muitas encomendas não reclamadas nos correios. De acordo com as regras, a CTT pode deitar fora estas encomendas, mas distribui as encomendas aleatórias por apenas 1,95 euros. Pode facilmente ganhar um iPhone, qualquer aparelho de cozinha, tal como um aspirador, e outros artigos.”",O contexto,https://www.publico.pt/2023/01/05/tecnologia/noticia/paletes-iphones-estao-vendidas-ctt-195-euros-2033859
"Uma rapariga ucraniana de oito anos confronta um soldado russo, dizendo-lhe para voltar para o seu país. Isto é coragem...",twitter,https://www.publico.pt/2022/03/16/mundo/noticia/foto-menina-confrontar-soldado-russo-tirada-ucrania-1998990
"“Isto é uma flagrante injustiça face à generalidade dos partidos portugueses e, em especial, aos dois que referi [PCP e BE], onde a concentração de poderes predomina há décadas sem uma palavra do Tribunal Constitucional.”","André Ventura, presidente do Chega",https://www.publico.pt/2022/11/16/politica/noticia/ha-concentracao-poderes-figura-lideres-be-pcp-andre-ventura-2028012
"“O salário mínimo, desde 2016 até agora, já subiu 39,6%”",António Costa,https://www.publico.pt/2021/11/12/politica/noticia/salario-minimo-subiu-39-desde-2016-ate-1984740
"“O Chega teve um crescimento que nunca se viu, nem nos anos 80. É um crescimento que nunca se viu na sociedade portuguesa: passar de 1,3% para 12%, praticamente.”",O contexto,https://www.publico.pt/2021/05/29/politica/noticia/chega-cresceu-viu-portugal-1964313
"“O sucedido também resulta de uma lei de 1974, totalmente desactualizada, e por isso o Governo está a trabalhar no sentido de promover uma nova proposta para promover uma actualização da lei relativa ao direito de manifestação​.”","José Luís Carneiro, secretário-geral-adjunto do PS",https://www.publico.pt/2021/06/15/politica/noticia/verdade-lei-1974-obriga-enviar-dados-pessoais-manifestantes-embaixadas-1966601
"“Esta proposta do Bloco de Esquerda que foi aprovada com os votos do PSD representa a quebra de um compromisso assumido pelo Estado português, a quebra de um contrato, e acaba, no nosso ponto de vista, por ser uma bomba atómica na confiança do sistema financeiro”",,https://www.publico.pt/2020/12/05/politica/noticia/parlamento-quebrou-contrato-novo-banco-1941832
"“Em termos jurídicos, tenho apenas uma condenação simples. Apenas uma. E essa condenação, ainda assim, está em apelo por um co-réu no Tribunal Constitucional. O que poderia significar, quase por absurdo, que se esse apelo do co-réu tivesse êxito, eu na verdade não teria neste momento qualquer condenação transitada em julgado”","João Rendeiro, ex-presidente do BPP, à CNN Portugal",https://www.publico.pt/2021/11/23/sociedade/noticia/joao-rendeiro-so-condenacao-simples-nao-nenhuma-condenacao-transitada-julgado-1986074
"O Papa mudou de traje e agora usa um casaco puffer.
Uma fotografia do Papa Francisco num casaco puffer branco ficou viral nas redes sociais no fim-de-semana passado. Os internautas ficaram fascinados com os novos trajes do pontífice de 86 anos – até ter chegado a desilusão porque afinal era falsa e tinha sido gerada com Inteligência Artificial (IA).
Fizeram piadas, outras montagens e rapidamente concluíram que afinal o Papa não tinha mudado de roupa – era só mais uma demonstração do potencial da IA.",redes sociais,https://www.publico.pt/2023/03/28/impar/noticia/papa-mudou-traje-usa-casaco-puffer-2044100
“O PSD votou sempre ao lado das moções de censura do CDS.”,"André Ventura, presidente e deputado do Chega",https://www.publico.pt/2022/07/08/politica/noticia/psd-votou-favor-mocoes-censura-cds-andre-ventura-2012933
"Temos dezenas de bicicletas que não podem ser vendidas devido a pequenos arranhões. Como ainda estão em bom estado, decidimos entregá-lo a todos que o compartilharam e escreveram “feito”. Antes de 15 de Agosto.","O anúncio do passatempo foi feito esta sexta-feira numa página do Facebook, intitulada Decathlon Fans.",https://www.publico.pt/2022/08/12/economia/noticia/decathlon-oferecer-bicicletas-arranhoes-le-facebook-2017053
"“Vou ler, vou interiorizar e não vou comentar porque eu nunca comento antigos Presidentes da República nem futuros Presidentes da República”.","Marcelo Rebelo de Sousa, Presidente da República",https://www.publico.pt/2022/06/03/politica/listicle/marcelo-fez-comentarios-antigos-presidentes-republica-2008791
"México. Vídeo de avião a ser atingido nos confrontos com cartel de Sinaloa é verdadeiro.
This not Iraq or Afghanistan but Culiacán, Mexico today ?? pic.twitter.com/PGXP0GKZHE
O vídeo em questão foi partilhado em fóruns online ​e no Twitter, atingindo mais de 500 mil visualizações, além de ser divulgado pelo tablóide sérvio Kurir.",twitter,https://www.publico.pt/2023/01/06/mundo/noticia/mexicovideo-aviao-atingido-confrontos-cartel-sinaloa-verdadeiro-2034116
"“O XXIII Congresso Nacional do Partido Socialista vai realizar-se de forma presencial, a 28 e 29 de Agosto, na Portimão Arena, no Algarve. A decisão, aprovada por unanimidade, foi anunciada esta terça-feira pela COC – Comissão Organizadora do Congresso”. Comunicado da COC, de 11-8-2021",NONE,https://www.publico.pt/2021/08/14/politica/noticia/unanimidade-ps-realizacao-congresso-28-29-mes-1974016
"Wow! Parece que antes de ser despedido, um funcionário do Twitter terá suspendido a conta do Elon Musk",twitter,https://www.publico.pt/2022/11/08/tecnologia/noticia/prova-factos-conta-elon-musk-suspensa-twitter-apos-despedimentos-2026972
"Nova lei “não proíbe a entrada a menores, que podem continuar a frequentar os espectáculos [tauromáquicos] (…) O que foi aprovado é uma alteração de classificação etária, e não uma proibição de acesso de menores”.","Secretário-geral da Protoiro, a Federação Portuguesa de Tauromaquia",https://www.publico.pt/2021/10/20/sociedade/noticia/nova-lei-nao-proibe-entrada-menores-espectaculos-tauromaquicos-1981888
"Os senhores [vigilantes] vieram aqui depor e já estão a ser constituídos arguidos num processo porque o senhor Duarte Laja [inspector do SEF, arguido] já foi notificado para prestar declarações nesse processo. E esse processo não tem que ver com o processo que foi instaurado aqui [pelos advogados, por falsas declarações].","Ricardo Serrano Vieira, advogado    ",https://www.publico.pt/2021/04/14/sociedade/noticia/segurancas-prestibel-arguidos-causa-morte-ihor-1958504
"“A Xiaomi está a vender o resto da Mi Electric Scooter por €1,99 devido ao lançamento de uma nova versão.”",Página “Authorized Reseller” no Facebook,https://www.publico.pt/2022/02/10/tecnologia/noticia/xiaomi-vender-trotinetes-menos-dois-euros-facebook-1995051
"Os apoios que eram para chegar no início de Setembro chegaram hoje de manhã, na data limite","José Gouveia, presidente da Associação Nacional de Discotecas, no dia 30 de Setembro",https://www.publico.pt/2021/10/01/politica/noticia/apoios-bares-discotecas-chegaram-ultimo-dia-prazo-1979581
"“Foi na envolvente dos Passadiços do Paiva, junto à cascata das Aguieiras, que nasceu a 516 Arouca, mais uma obra singular que faz da região uma referência global. A maior ponte pedonal suspensa do mundo liga as duas margens, 175 metros acima do rio Paiva.”",Site oficial da ponte 516 Arouca,https://www.publico.pt/2021/05/06/local/noticia/maior-ponte-suspensa-mundo-arouca-1961354
Qual é a pegada ecológica da ida do Mário Ferreira ao espaço? Quais são os custos para o planeta das viagens turísticas ao espaço destes milionários? 75 toneladas (t) de CO2 por tripulante.,"​Esta questão levantada na rede social Twitter suscitou algumas respostas contrárias, incluindo a afirmação de que cada passageiro custa 75 toneladas de dióxido de carbono (CO2)​.",https://www.publico.pt/2022/08/08/ciencia/noticia/viagem-mario-ferreira-espaco-gastou-75-toneladas-co2-tripulante-twitter-2016497
"“Quando dizíamos que para limitar contágios, o que tínhamos era a direita parlamentar a querer abrir restaurantes à tarde e comércio ao fim de semana (…) A alternativa não estava no que dizia o dr. Rui Rio de ter restaurantes abertos”.","Ministro da Administração Interna, Eduardo Cabrita, Assembleia da República, 13 de Janeiro",https://www.publico.pt/2021/01/16/politica/noticia/rui-rio-defendeu-abertura-restaurantes-13h-finsdesemana-1946516
"“Convido a ver as declarações que o líder da oposição [Rui Rio] fez. Ainda no início da semana passada, a discussão era que os restaurantes não devem fechar à uma”.","Primeiro-ministro António Costa, TVI, 14 de Janeiro",https://www.publico.pt/2021/01/16/politica/noticia/rui-rio-defendeu-abertura-restaurantes-13h-finsdesemana-1946516
The fake “arrest” of Greta Thunberg in Germany today. It's all a theater ??pic.twitter.com/7PbwgURHF5— Dr.," Eli David (@DrEliDavid) January 17, 2023",https://www.publico.pt/2023/01/26/azul/noticia/detencao-greta-thunberg-durante-protesto-alemanha-encenada-2036499
"O sexo passou a ser uma modalidade desportiva na Suécia.
Ao longo desta semana, surgiram, na rede social Twitter e noutras plataformas, publicações de vários órgãos de comunicação da Índia a noticiar que a Suécia se teria tornado no primeiro país do mundo a declarar o sexo como uma modalidade desportiva. Nestas publicações, refere-se ainda a realização de um “muito antecipado” Campeonato Europeu do Sexo, criado pela Federação de Sexo da Suécia, a 8 de Junho, em Gotemburgo.
O campeonato, lê-se, inclui sessões de sexo de 40 a 45 minutos, em que os concorrentes tinham as suas performances avaliadas com base em critérios como a capacidade de comunicação, a química entre o casal, o conhecimento sobre sexo e o nível de resistência física. A escolha dos vencedores é feita por um painel de jurados e pelo público.",twitter,https://www.publico.pt/2023/06/06/p3/noticia/sexo-passou-modalidade-desportiva-suecia-2052434
"Atletas juntaram-se no pódio em protesto contra a participação da nadadora transgénero Lia Thomas.
???? Female swimmers beaten by transgender athlete stage podium protest at ‘unfair’ result?? Good on them. Totally unfair and outrageous. There is a good reason why some sports have men and women segregated. pic.twitter.com/4z3f0zoBG0
No dia 17 de Março, Lia Thomas venceu a prova de 500 jardas (cerca de 457 metros) livres organizada pela Associação Desportiva das Universidades Norte-americanas (NCAA), tornando-se assim a primeira mulher transgénero a conseguir este feito. Thomas competira nas provas masculinas da NCAA durante os três anos anteriores e foi autorizada pela NCAA a competir este ano contra mulheres. A atleta da Universidade da Pensilvânia está a passar por um processo de substituição hormonal há quase três anos.",twitter,https://www.publico.pt/2022/03/23/edicoes-publico/noticia/atletas-juntaramse-podio-protesto-participacao-nadadora-transgenero-lia-thomas-1999871
"“Este Governo passou [à TAP], em 2016, dois milhões de euros [para garantir que ficava com 50% do capital]. Em 2017, 55 milhões de euros; [em] 2020, 1,2 mil milhões; em 2021, no Orçamento do Estado, 970 milhões; [em] 2022, anunciado pelo senhor ministro das Finanças, mais mil milhões. Programados já estão, para o mesmo 2022, 500 milhões de um aval [ligados a uma responsabilidade financeira, que] de certeza que a TAP não vai pagar… em 2023, mais 400 milhões de euros de outro aval que a TAP não vai pagar e, em 2024, 400 milhões de euros de outro aval, que a TAP não vai pagar. Sem avales, 3,2 mil milhões, e o que conta, com avales, que é aquilo que vamos pagar, 4,5 mil milhões de euros”.","Rui Rio, deputado e presidente do PSD, no Parlamento, no dia 7 de Outubro de 2021",https://www.publico.pt/2021/10/08/economia/noticia/tap-vai-precisar-45-mil-milhoes-euros-estado-1980369
"“Tudo o que fazemos com 30% do plantel da equipa B, outros 40% que vieram de equipas médias como Santa Clara, P. Ferreira, Famalicão, Rio Ave... E depois o meu mérito é zero”","Sérgio Conceição, treinador do FC Porto",https://www.publico.pt/2023/03/16/desporto/noticia/fc-porto-plantel-composto-30-jogadores-equipa-b-40-futebolistas-vieram-equipas-medias-2042561
"Jornalista passou a usar véu islâmico e abaya após entrada dos taliban em Cabul.
Na primeira imagem, um frame retirado de uma emissão realizada na semana passada – quando os taliban ainda não tinham entrado na capital do Afeganistão –, Clarissa Ward está vestida com cores vibrantes, com um lenço ao pescoço e a cabeça completamente descoberta.
Na segunda imagem, já captada após os taliban terem conquistado a cidade e assumido o poder, Clarissa Ward aparece com o véu islâmico: vestida de preto, a jornalista tapou a cabeça, ocultando o cabelo e ficando apenas com a cara, mãos e pés visíveis.",,https://www.publico.pt/2021/08/17/mundo/noticia/jornalista-passou-usar-veu-islamico-abaya-apos-entrada-taliban-cabul-1974349
"A política francesa Marlène Schiappa posou nua ou em lingerie para a Playboy.
Marlène Schiappa, secretária de Estado da primeira-ministra francesa, responsável pela Economia Social e Solidária e Vida Associativa, explicou, a 1 de Abril, através das redes sociais que posou para a revista Playboy para “defender o direito das mulheres a controlarem os seus corpos”, afirmando que, em França, as “mulheres são livres”.
A notícia saiu no dia 31 de Março, no Le Parisien, em vésperas do Dia das Mentiras e no dia a seguir a ser conhecida uma investigação da France Télévision que dá conta de desvios de dinheiro do fundo Marianne, que Schiappa tinha criado após o assassinato de Samuel Paty. As imagens da capa da revista trimestral estão sob embargo, mas depressa começaram a circular fotografias, algumas divulgadas pela BFM TV. Problema: nenhuma delas (ou quase) corresponde à realidade.
Há apenas uma imagem que poderá ser real: a que mostra o título da Playboy a azul, branco e vermelho, as cores da bandeira de França, e o rosto da secretária de Estado sobre um fundo azul-escuro. A partir daí, foi feita uma montagem que uniu o rosto de Marlène Schiappa ao corpo de uma modelo com roupa interior, saído de um banco de imagens — a criação é de um utilizador do Twitter, para o Dia das Mentiras, que nunca negou o facto de a imagem ser falsa; mas a “piada” chegou aos media franceses como notícia. Noutra montagem, a secretária de Estado surge num vestido branco que lhe marca o corpo. A BFM TV lançou ainda outras imagens, mas na maioria são visíveis edições.",twitter,https://www.publico.pt/2023/04/04/impar/noticia/politica-francesa-marlene-schiappa-posou-nua-lingerie-playboy-2044934
"“Os incêndios só ocorrem se uma mão humana, voluntariamente ou por distracção, os tiver provocado.”","António Costa, primeiro-ministro",https://www.publico.pt/2022/07/13/azul/noticia/unico-responsavel-incendios-accao-humana-antonio-costa-2013363
"“Não mudei de endereço pessoal, razão pela qual não me sinto obrigado a comunicar ao tribunal nada mais que não seja o meu termo de residência”",José Sócrates à CNN,https://www.publico.pt/2022/05/20/sociedade/noticia/jose-socrates-ausentarse-pais-comunicar-tribunal-2007031
"O carro de Cristiano Ronaldo esteve recentemente estacionado em Alvalade.
As últimas semanas têm sido ricas em especulação quanto ao futuro de Cristiano Ronaldo no Manchester United. No início do mês, a imprensa inglesa avançou que o internacional português pediu ao clube britânico para sair, desejando jogar num clube que dispute a Liga dos Campeões.
Apesar de o treinador do United, Erik ten Hag, ter dito que Ronaldo “não está à venda” e que conta com o futebolista para a próxima temporada, uma possível saída de Manchester continua a motivar atenção. Um dos rumores que ganhou força foi o de um regresso por empréstimo do jogador de 37 anos ao Sporting, que com o segundo lugar no campeonato passado garantiu a entrada directa na fase de grupos da Liga dos Campeões.
Este fim-de-semana, circulou nas redes sociais uma fotografia de um carro, no parque de estacionamento do Estádio José Alvalade, que pertencerá a Ronaldo – isto dias depois de Georgina Rodriguez, companheira do português, ter sido fotografada às compras em Lisboa.",redes sociais,https://www.publico.pt/2022/07/18/desporto/noticia/carro-cristiano-ronaldo-recentemente-estacionado-alvalade-2014101
"As companhias aéreas russas foram obrigadas a parar de vender bilhetes a homens entre os 18 e os 65 anos.
A informação de que as companhias aéreas de Moscovo tinham sido obrigadas a parar de vender bilhetes a cidadãos russos entre os 18 e os 65 anos começou a difundir-se nas redes sociais na manhã da passada quarta-feira. A informação espalhou-se após o discurso de Vladimir Putin, no qual anunciou uma mobilização militar parcial, que irá levar 300 mil reservistas para a guerra na Ucrânia.
De acordo com a legislação russa, homens e mulheres com idades compreendidas entre os 18 e os 60 anos podem, teoricamente, ser chamados para combater, como reservistas de acordo com a legislação russa, de acordo com a sua patente. Pouco tempo depois do anúncio de Putin, disparou a venda de bilhetes de avião para deixar a Rússia, o que suscitou receios de que alguns homens em idade de lutar não fossem autorizados a deixar o país, avançou a agência Reuters.",redes sociais,https://www.publico.pt/2022/09/22/mundo/noticia/companhias-aereas-russas-obrigadas-parar-vender-bilhetes-homens-18-65-anos-2021523
