Text,Source,URL
O PS deu uma grande cambalhota e inverteu completamente as suas posições [sobre as novas alterações à lei eleitoral autárquica],"Hugo Carneiro, deputado do PSD",https://www.publico.pt/2021/04/24/politica/noticia/ps-deu-cambalhota-lei-eleitoral-autarquica-1959795
“O modelo marginalista foi pensado num momento em que em Portugal havia 20% de renováveis. Hoje há 60%.”,"João Pedro Matos Fernandes, ministro do Ambiente e da Acção Climática em entrevista ao Expresso",https://www.publico.pt/2022/03/11/economia/noticia/portugal-60-electricidade-produzida-provem-energias-renovaveis-1998446
"“O Governo nunca propôs – repito, nunca – qualquer processo de municipalização do recrutamento de professores, aliás, rejeitando-o sempre.”","João Costa, ministro da Educação",https://www.publico.pt/2023/01/06/sociedade/noticia/governo-propos-municipalizacao-professores-garantiu-joao-costa-2034025
Aquilo que sabemos – e que todos podem observar – é que não há no Governo qualquer tipo de relação familiar. Foram definidas regras relativamente a relações familiares nos gabinetes dos membros do Governo. Foi definida uma lei. A lei deve ser cumprida. (21 de Outubro de 2019),"António Costa, primeiro-ministro",https://www.publico.pt/2022/03/28/politica/noticia/antonio-costa-nao-ha-governo-qualquer-tipo-relacao-familiar-2000426
"“Anunciei, há cerca de um mês, que iria ter uma solução para a [Avenida] Almirante Reis de retirar metade da ciclovia do lado direito.”","Carlos Moedas, presidente da Câmara Municipal de Lisboa",https://www.publico.pt/2022/05/27/politica/noticia/carlos-moedas-anunciado-ia-acabar-metade-ciclovia-almirante-reis-2007779
O adversário que tenho [Paulo Rangel] teve o pior resultado da história do PSD.,Rui Rio,https://www.publico.pt/2021/10/29/politica/noticia/prova-factos-paulo-rangel-pior-resultado-historia-psd-1982965
"“O Governo diz-nos que não pode fazer mais do que está a fazer, que o que causa a inflação é a guerra, nada pode fazer. Não é verdade, primeiro porque a inflação não começou com a guerra.""","Catarina Martins, coordenadora do Bloco de Esquerda",https://www.publico.pt/2022/12/31/politica/noticia/inflacao-ja-subir-guerra-ucrania-2033291
"“[…] Durante 5 anos, 6 meses e 24 dias, Pedro Adão e Silva vai usufruir das melhores regalias que o Estado tem para oferecer. Isto para organizar as celebrações do 50º aniversário do 25 de Abril.”Rui Pinto, no Twitter",O contexto,https://www.publico.pt/2021/06/08/politica/noticia/pedro-adao-silva-vai-usufruir-melhores-regalias-estado-organizar-50-anos-25-abril-1965719
A Ucrânia tem vindo a implorar por defesa aérea desde Fevereiro. [O chanceler alemão] Olaf Sholz prometeu fornecer à Ucrânia [mísseis ar-ar infravermelhos de curto a médio alcance] Iris-T em Novembro. [O Presidente dos EUA] Joe Biden está a considerar a possibilidade de fornecer [sistemas de mísseis terra-ar] Patriots. Só a Rússia não espera. Imagens de mãe e filho às 9h38 e às 10h.,twitter,https://www.publico.pt/2022/07/15/mundo/noticia/imagem-corpo-menina-carrinho-bebe-encontrado-soldados-ucranianos-verdadeira-2013766
"PSD, PCP e Chega querem continuar a dar borlas aos toureiros, continuar a ter benefícios fiscais como, por exemplo, a isenção do Campo Pequeno, que são 12 milhões ao ano.",Inês de Sousa Real,https://www.publico.pt/2022/11/25/politica/noticia/psd-pcp-chega-defendem-isencao-imi-praca-touros-campo-2029012
"“Uma alternativa para ser forte tem de ter um partido liderante do hemisfério mais forte do que os outros. O PS, mesmo com aquelas formas originais dos dois governos anteriores, era muito mais forte em termos eleitorais e em termos políticos do que os demais.”","Marcelo Rebelo de Sousa, Presidente da República",https://www.publico.pt/2023/03/11/politica/noticia/ps-eleitoralmente-forte-dentro-geringonca-psd-face-il-chega-2041931
"“Carlos Moedas, o presidente que cancelou 460 habitações a preços acessíveis no Restelo. Há a esquerda ideológica e a direita sem vergonha, que vê áreas da cidade como reservadas a alguns.”","Pedro Anastácio, vereador do PS na Câmara Municipal de Lisboa",https://www.publico.pt/2023/02/24/local/noticia/carlos-moedas-cancelou-construcao-460-habitacoes-precos-acessiveis-restelo-2040015
"“Nenhum dos inspectores do SEF que estavam no centro entre 10 a 12 de Março [dias de permanência de Ihor Homenyuk] nem os seguranças que foram censurados pelo relatório da IGAI, estão em funções no aeroporto.”",Eduardo Cabrita Ministro da Administração Interna,https://www.publico.pt/2020/12/25/sociedade/noticia/verdade-ja-nao-aeroporto-inspectores-sef-visados-relatorio-igai-1944175
"""As Ordens decidiram reafirmar a sua preocupação com o teor das declarações de responsáveis políticos e outros que pretendem ligar esta revisão legislativa com exigências do PRR de redução das restrições ao acesso a profissões altamente reguladas, o que não corresponde à verdade""","Comunicado do Conselho Nacional das Ordens Profissionais (CNOP), 16 de Fevereiro de 2023",https://www.publico.pt/2023/02/17/economia/noticia/reforma-ordens-nao-exigencia-prr-2039399
"“Estamos a crescer novamente a uma média superior à do resto da Europa como aconteceu em 2017, 2018 e 2019”","António Costa, primeiro-ministro",https://www.publico.pt/2021/09/10/politica/noticia/portugal-ja-crescer-media-europeia-afirma-antonio-costa-1977051
"Consideramos imorais e ilegítimos quaisquer gestos de legitimação, e até de celebração, desta barbárie civilizacional. Foi por isso que, também na sequência de um repto lançado pela Frente Cívica, as Câmaras de Lisboa e do Porto fizeram saber que não instalariam nos seus espaços públicos quaisquer fan zones ou áreas para visualização colectiva dos jogos, na senda de decisões semelhantes já tomadas por inúmeras cidades europeias.",Carta da Frente Cívica,https://www.publico.pt/2022/11/18/local/noticia/lisboa-porto-nao-vao-fun-zones-protesto-violacao-direitos-humanos-qatar-2028252
"“Desde 2012, existe uma legislação que diz tudo o que há a dizer sobre constituição de gabinetes (...) e estes procedimentos foram seguidos”","Mariana Vieira da Silva, ministra da Presidência",https://www.publico.pt/2022/11/11/politica/noticia/nomeacao-adjunto-21-anos-seguiu-procedimentos-legais-2027422
"Treze meses e 13 demissões depois de tomar posse, o Governo perdeu o Norte e está em agonia por sua culpa exclusiva. Independentemente do desfecho desta crise, o primeiro-ministro teve o seu canto de cisne.","Luís Montenegro, líder do PSD",https://www.publico.pt/2023/05/05/politica/noticia/ja-13-demissoes-neste-governo-montenegro-2048507
“A economia portuguesa não está a crescer [apenas] acima da média da União Europeia. A economia portuguesa está a crescer acima de cada um dos países da União Europeia.”,"Fernando Medina, ministro das Finanças",https://www.publico.pt/2022/09/16/economia/noticia/portugal-crescer-paises-ue-medina-2020721
"Manuel Pizarro, quando era secretário de Estado da Saúde do Governo de José Sócrates, já recorreu a estes modelos de contratação e o Governo PSD/ CDS renovou a situação quando chegou ao poder.","Rui Rocha, presidente da IL sobre contratação de médicos cubanos pelo SNS",https://www.publico.pt/2023/07/08/politica/noticia/governo-psd-tambem-contratou-medicos-cubanos-sns-2056142
"Vaticano lançou mesmo um selo comemorativo da JMJ com o Padrão dos Descobrimentos.
A imagem motivou reacções de indignação nas redes sociais por parte de vários utilizadores, que fizeram notas sobre as semelhanças entre a ilustração presente no selo e algumas do Secretariado de Propaganda Nacional.
Por acaso foi uma ideia genial ir buscar a imagem para o selo da JMJ aos arquivos do Secretariado de Propaganda Nacional e meter o logo ali no cantinho. ????? pic.twitter.com/mmBoVDwDre",twitter,https://www.publico.pt/2023/05/16/sociedade/noticia/vaticano-lancou-selo-comemorativo-jmj-padrao-descobrimentos-2049786
“Um em cada cinco funcionários públicos está a usar bancos alimentares e 35% saltaram refeições porque não têm comida. É grotesco que Liz Truss possa usufruir de 115 mil libras anuais”,"Mark Serwotka, secretário-geral do Sindicato dos Serviços Públicos e Comerciais",https://www.publico.pt/2022/10/28/mundo/noticia/liz-truss-vai-receber-apoio-anual-vitalicio-115-mil-libras-2025702
"Em declarações à TSF, a 27 de Julho, o deputado comunista, António Filipe, membro da comissão parlamentar de Defesa, referiu que o cartão de ex-combatente não era reconhecido como título de acesso gratuito dos seus portadores aos transportes públicos.",NONE,https://www.publico.pt/2021/07/31/politica/noticia/cartao-excombatente-nao-valido-transportes-publicos-1972267
"Eurico Brilhante Dias lançou uma acusação muito grave sobre os outros grupos parlamentares e sobre os outros deputados que participam na comissão parlamentar de inquérito, de que teria partido da comissão parlamentar de inquérito (CPI) à TAP a fuga de informação.",Joaquim Miranda Sarmento,https://www.publico.pt/2023/05/26/politica/noticia/lider-parlamentar-ps-lancou-acusacao-deputados-fuga-informacao-tap-2051176
"“Na altura, Costa atribuiu a culpa aos caprichos de São Pedro. Disse: ‘São Pedro goza de um estatuto de imunidade que está acima das responsabilidades.’”","Rodrigo Saraiva, deputado da Iniciativa Liberal",https://www.publico.pt/2022/12/16/politica/noticia/costa-atribuiu-cheias-2014-caprichos-sao-pedro-2031789
“Quem deve prevenir não conseguiu prevenir. E quem deve prevenir são as autoridades”,O contexto,https://www.publico.pt/2021/05/14/politica/noticia/marcelo-criticou-falhanco-autoridades-festa-sporting-1962617
“Houve sete deputados do grupo [a que o PCP pertence] que votaram contra esta resolução na companhia de um deputado da extrema-direita e de quatro deputados não inscritos”,"Pedro Silva Pereira, eurodeputado do PS (CNN Portugal), 1 de Março de 2022",https://www.publico.pt/2022/03/04/politica/noticia/pcp-votou-resolucao-parlamento-europeu-condenacao-invasao-ucrania-lado-extremadireita-1997537
“Nós no Bloco trabalhamos para descer as propinas. A Iniciativa Liberal não só quer reverter esse processo como quer pôr os estudantes a pagarem integralmente o custo do ensino e a ficarem endividados o resto da vida.”,Catarina Martins,https://www.publico.pt/2022/01/07/politica/noticia/il-quer-estudantes-pagarem-integralmente-custo-ensino-superior-1991088
"""Não há alteração ao que está contratado”",Esclarecimento do gabinete de António Costa ao jornal Observador sobre as dúvidas legais levantadas pelo teor do seu despacho.,https://www.publico.pt/2022/08/05/politica/noticia/despacho-endesa-nao-altera-contratado-estado-2016297
"“No Algarve temos 40 campos de golfe que usam água potável – água que poderíamos beber e que faz falta às populações, numa região que está a ratear a água para consumo humano.”","Pedro Filipe Soares, deputado e líder parlamentar do Bloco de Esquerda",https://www.publico.pt/2022/07/23/politica/noticia/ha-40-campos-golfe-algarve-usarem-agua-potavel-2014699
,"Se um ministro for acusado, a própria Constituição até diz o que deve acontecer. A Constituição diz – e ninguém propôs nenhuma alteração no processo de revisão constitucional – é que, se houver um ministro acusado, a Assembleia da República delibera se deve ou não deve suspender as suas funções.""Primeiro-ministro, António Costa",https://www.publico.pt/2023/01/31/politica/noticia/ministro-acusado-crime-ar-decide-suspende-funcoes-costa-2037044
"“A diminuição da população é óbvio que não é um problema da gestão de Rui Moreira, vem de há décadas no Porto. Mas, por exemplo, a perda de alunos nas nossas escolas, que vai do pré-escolar até ao ensino secundário, é clara e notória. Perdemos 20% dos alunos em oito anos, o que revela bem a perda de competitividade do sector educativo quer para outros concelhos, quer com a perda de população”",Vladimiro Feliz,https://www.publico.pt/2021/09/17/politica/noticia/porto-sentiu-quebra-20-alunos-matriculados-ultimos-oito-anos-1977778
"“Apresentação dos membros da candidatura à comissão executiva da Iniciativa Liberal, com a presença de Tiago Mayan, ex-candidato à Presidência da República, em Aveiro. Para garantir a participação efectiva de todos, teremos serviço de babysitting 3 – 12 anos”","Carla Castro, candidata à presidência da comissão executiva da Iniciativa Liberal",https://www.publico.pt/2022/12/23/politica/noticia/candidata-il-servico-babysitting-lancamento-candidatura-2032544
Impostos diminuem nos Açores.,redes sociais,https://www.publico.pt/2021/04/30/economia/noticia/impostos-vao-baixar-acores-1960767
"""As autoridades romenas precisavam de provas de que Andrew Tate estava no país e para isso terão usado as suas publicações nas redes sociais. O seu vídeo ridículo de ontem com uma pizza de um cadeia de pizzarias romena, Jerry’s Pizza, confirmou que ele estava no país.""","Alejandra Caraballo, utilizadora do Twitter",https://www.publico.pt/2022/12/30/impar/noticia/caixa-pizza-denunciou-andrew-tate-autoridades-romenas-2033232
“O decreto hoje promulgado pelo Presidente da República é uma importante notícia para a estabilidade da vida dos docentes. Com este diploma milhares de professores vão finalmente ser vinculados. Para muitos acabarão os dias 'da casa às costas'”.,"António Costa, Twitter, 8 de Maio",https://www.publico.pt/2023/05/12/sociedade/noticia/novo-regime-concursos-acabara-professores-casa-costas-2049483
"“Se um empregador aumentar o salário médio bruto em 20%, o empregado tem uma subida de 16%, (...) mas a colecta de IRS sobe mais de 30%”.","Carlos Guimarães Pinto, deputado da Iniciativa Liberal",https://www.publico.pt/2022/07/20/sociedade/noticia/aumento-20-salario-bruto-medio-sobe-30-colecta-irs-2014415
"“Quem pode fazer cessar as funções de chairman e de CEO [da TAP] é a assembleia geral, não é um despacho governamental”",".Presidente da República, Marcelo Rebelo de Sousa, no dia 9 de Março em entrevista à RTP e ao PÚBLICO",https://www.publico.pt/2023/03/10/economia/noticia/governo-nao-demitir-ceo-tap-despacho-2041970
“Há um número que esse não tenho dúvida que é o reforço do programa chamado MAREESS que foram 25 mil novas pessoas que estão a trabalhar nos lares e que permitem aumentar o cuidado relativamente aos nosso idosos.”,"António Costa, primeiro-ministro",https://www.publico.pt/2021/12/17/politica/noticia/ha-25-mil-novas-pessoas-trabalhar-lares-antonio-costa-1989092
"“Constatamos que infelizmente as companhias de aviação não têm cumprido a sua obrigação e, por isso, alterámos o quadro contra-ordenacional e passaremos a aplicar uma coima de 20 mil euros por cada passageiro que seja desembarcado no território português sem que esteja devidamente testado”","António Costa, primeiro-ministro, em conferência de imprensa",https://www.publico.pt/2021/11/26/economia/noticia/ha-passageiros-desembarcar-teste-covid19-obrigatorio-1986514
Estou aqui há quatro anos e estes quatro anos são o recorde nacional da liderança da oposição. Não há ninguém que tenha resistido quatro anos na liderança da oposição.,Intervenção de Rui Rio no conselho nacional do passado sábado,https://www.publico.pt/2022/02/22/politica/noticia/rui-rio-detem-recorde-lideranca-oposicao-1996415
"“Portugal tem hoje o rendimento per capita, face à média europeia, inferior àquilo que tinha em 2016”","Joaquim Miranda Sarmento, líder parlamentar do PSD",https://www.publico.pt/2022/07/20/politica/noticia/rendimento-capita-portugues-piorou-relacao-media-europeia-desde-2016-2014391
"“O que eu sei é que no Booking , Coimbra já esgotou capacidade de alojamento para dia 17 Maio.”","Francisco Veiga, vice-presidente da Câmara Municipal de Coimbra, à RTP.",https://www.publico.pt/2022/08/26/fugas/noticia/booking-ja-esgotou-coimbra-causa-coldplay-vicepresidente-camara-2018409
“Apenas oito países têm ainda práticas tauromáquicas”,Cristina Rodrigues,https://www.publico.pt/2021/09/03/politica/noticia/so-oito-paises-touradas-1976186
“O salário mínimo nacional tem já uma perda de 50 euros desde o início do ano.”,"João Ferreira, dirigente do PCP e vereador na Câmara Municipal de Lisboa",https://www.publico.pt/2022/09/09/economia/noticia/salario-minimo-ja-perdeu-50-euros-desde-inicio-ano-2019993
"“O primeiro trimestre de 2021 fixou um novo máximo de investimento empresarial, pelo menos, desde 1999, início da série estatística”","António Costa, primeiro-ministro",https://www.publico.pt/2021/07/22/economia/noticia/investimento-privado-atingiu-novo-maximo-historico-trimestre-2021-1971405
"“Hoje, aqui no fim do jogo, somos campeões e a melhor equipa de sempre em termos de resultados”","

Rúben Amorim, treinador do Sporting                


Partilhar citação




Partilhar no Facebook





Partilhar no Twitter",https://www.publico.pt/2021/05/13/desporto/noticia/sporting-ruben-amorim-melhor-classificacao-1962436
"“Aparentemente [a BA.2, uma linhagem da Ómicron] será um bocadinho mais transmissível e aparentemente poderá ser ligeiramente mais agressiva.”","Graça Freitas, directora-geral da Saúde, numa conferência de imprensa esta sexta-feira",https://www.publico.pt/2022/02/26/ciencia/noticia/linhagem-ba2-transmissivel-podera-ligeiramente-agressiva-omicron-original-1996871
"Os críticos neoliberais do Serviço Nacional de Saúde (SNS) dizem que é um problema de gestão. Mas vemos que não é um problema de gestão, é de falta de recursos. A Alemanha gasta 9% do PIB em Saúde. Nós só gastamos 6% do PIB. O que é que faríamos, se tivéssemos a capacidade de gastar 9% no reforço do SNS? (...) A fantasia dos seguros não serve a saúde pública​.",Ana Gomes no debate presidencial de 12 de Janeiro de 2021,https://www.publico.pt/2021/01/14/politica/noticia/alemanha-gasta-dinheiro-saude-portugal-ana-gomes-1946203
"“O rendimento per capita português cresceu mais do que 4%, ano a ano, desde 2015. Nunca esta sequência de crescimentos anuais se tinha verificado em Portugal” Mário Centeno, em entrevista à Lusa",NONE,https://www.publico.pt/2019/09/28/politica/noticia/verdade-rendimento-cresceu-portugal-1888177
“Eu não consigo explicar aos cidadãos europeus porque estamos a exportar vacinas para países que estão a produzir e não enviam nada”.,"Ursula von der Leyen, 18 de Março de 2021",https://www.publico.pt/2021/03/19/mundo/noticia/verdade-ue-exporta-vacinas-paises-estao-produzir-nao-enviam-nada-1955215
"“Se olharem para aquilo que vale o ouro em termos de exportações russas, tem alguma relevância”.","Ministro dos Negócios Estrangeiros, João Gomes Cravinho, no final da reunião de ministros dos Negócios Estrangeiros da União Europeia, esta segunda-feira, em Bruxelas.",https://www.publico.pt/2022/07/19/politica/noticia/exportacao-ouro-relevante-balanca-comercial-russia-joao-gomes-cravinho-2014249
"A imagem do aperto de mão entre Le Pen e Putin é verdadeira.
Tendo em conta que a guerra na Ucrânia rebentou em plena pré-campanha eleitoral para as eleições francesas, o gesto é encarado como uma potencial fraqueza por parte da líder de extrema-direita. O tweet gera controvérsia pela proximidade entre o Presidente russo e Marine Le Pen.
Esta quarta-feira, o grupo que reivindicou o ciberataque da passada sexta-feira ao Kremlin publicou um tweet de uma imagem em que Marine Le Pen, rosto da extrema-direita francesa, e Vladimir Putin surgem a apertar a mão.",,https://www.publico.pt/2022/03/03/mundo/noticia/imagem-aperto-mao-le-pen-putin-verdadeira-1997468
Há regiões do país em que o salário médio está em 900 e 800 euros por mês.,"Catarina Martins, coordenadora do BE, em entrevista à RTP no dia 17",https://www.publico.pt/2021/11/19/politica/noticia/salario-medio-regioes-pais-apenas-800-euros-1985591
"O relatório chocante, publicado hoje, descreve até onde vai o TikTok na recolha de dados pessoais dos seus utilizadores, que alguns receiam que sejam utilizados pela China para ciber-espionagem",,https://www.publico.pt/2022/07/22/tecnologia/noticia/tiktok-envia-informacao-privada-utilizadores-china-2014700
A frase“Não há nada de extraordinário [na Lotaria do Património]. Portugal está a fazer exactamente o que outros Estados-membros fizeram”.,"Graça Fonseca, Ministra da Cultura",https://www.publico.pt/2021/05/22/culturaipsilon/noticia/ha-paises-ue-financiem-patrimonio-lotaria-1963598
“Um Presidente não pode exonerar ministros sem ser sob proposta do primeiro-ministro”,,https://www.publico.pt/2021/01/09/politica/noticia/presidente-demitir-ministros-1945558
“Em 47 anos de democracia nunca nenhum orçamento foi chumbado.”,"Marques Mendes, comentador da SIC e ex-líder do PSD",https://www.publico.pt/2021/10/23/politica/noticia/47-anos-democracia-orcamento-chumbado-1982112
“Não há mais nenhum ministro nos últimos 50 anos que se possa gabar de ter deixado as suas funções com a TAP e a CP a darem lucro”,"Pedro Nuno Santos, ex-ministro das Infra-estruturas, na Comissão Parlamentar de Economia",https://www.publico.pt/2023/06/06/economia/noticia/ultimos-50-anos-ministro-deixou-funcoes-tap-cp-darem-lucro-pedro-nuno-santos-2052432
"“A condecoração, até aos 50 anos do 25 de Abril, de todos os militares que o fizeram é uma justiça ainda não cabalmente prestada, iniciada pelo Presidente Ramalho Eanes, continuada pelo Presidente Mário Soares e a seguir, pelo Presidente Jorge Sampaio, mas conheceu uma descontinuidade e o seu reatamento, em 2021”.","Marcelo Rebelo de Sousa, Presidente da República",https://www.publico.pt/2021/03/06/politica/noticia/verdade-cavaco-silva-nao-condecorou-militar-abril-1953291
"“A crise política começou com uma não aprovação de um orçamento, mas não teve a ver com dificuldades orçamentais, nem as questões que estavam em cima da mesa resultavam do que estava associado a um orçamento”","João Leão, ministro das Finanças, na abertura da Money Conference",https://www.publico.pt/2021/11/05/politica/noticia/actual-crise-nao-origem-questoes-financeiras-orcamentais-1983813
"""[Carlos Moedas] vai criar um suposto gabinete anticorrupção quando já tinha atribuído um pelouro com essas funções""",Excerto de um comunicado do grupo de vereadores do PS na Câmara de Lisboa,https://www.publico.pt/2023/01/20/local/noticia/moedas-vai-criar-departamento-anticorrupcao-ja-pelouro-funcao-2035874
“Vamos fazer a maior compra da história da CP”,"Pedro Nuno Santos, ministro das Infra-Estruturas e Habitação",https://www.publico.pt/2021/07/16/economia/noticia/governo-vai-maior-compra-historia-cp-1970632
"“Estamos a escrever para solicitar urgentemente que o 5G seja implementado em todo o país, excepto a cerca de 2 milhas [3.2 quilómetros] das pistas dos aeroportos” (...) “[Devem ser tomadas medidas para que as torres de 5G não estejam] demasiado próximas das pistas do aeroporto até que a FAA [Federal Aviation Administration] possa determinar como isso pode ser realizado em segurança sem perturbações catastróficas.”","Carta conjunta enviada à Casa Branca a 17 de Janeiro, assinada pelo grupo comercial Airlines for America, pelos presidentes executivos das companhias American Airlines, Delta Air Lines, United Airlines, Southwest Airlines e Jet Blue, e pelos líderes dos serviços de transportes UPS e FedEx,",https://www.publico.pt/2022/01/28/tecnologia/noticia/redes-5g-podem-causar-problemas-avioes-eua-1993529
"“António Costa disse, e tão bem, que as pessoas em Portugal têm má memória das maiorias absolutas”","Catarina Martins, coordenadora do Bloco de Esquerda",https://www.publico.pt/2022/01/21/politica/noticia/portugueses-ma-memoria-maiorias-absolutas-frase-antonio-costa-catarina-martins-1992655
"“Não estou completamente certo, mas eu penso que um ministro hoje já não pode, durante um largo período de tempo, ir para empresas que tutelou.”",Rui Rio,https://www.publico.pt/2022/01/04/politica/noticia/ministro-nao-durante-largo-periodo-tempo-ir-empresas-tutelou-rui-rio-1990766
